Fuel,Year,Month,Registrations,Month_Num
LNG,2024,AUG,29,8
LPG ONLY,2024,AUG,3348,8
NOT APPLICABLE,2024,AUG,4220,8
PETROL,2024,AUG,1366819,8
PETROL(E20)/CNG,2024,AUG,3,8
PETROL(E20)/HYBRID/CNG,2024,AUG,1,8
PETROL(E20)/LPG,2024,AUG,1,8
PETROL/CNG,2024,AUG,60195,8
PETROL/ETHANOL,2024,AUG,52022,8
PETROL/HYBRID,2024,AUG,21139,8
PETROL/HYBRID/CNG,2024,AUG,35,8
PETROL/LPG,2024,AUG,760,8
PLUG-IN HYBRID EV,2024,AUG,1,8
PURE EV,2024,AUG,50131,8
STRONG HYBRID EV,2024,AUG,7807,8
CNG ONLY,2024,SEP,41160,9
DIESEL,2024,SEP,190447,9
DIESEL/HYBRID,2024,SEP,373,9
DUAL DIESEL/LNG,2024,SEP,0,9
ELECTRIC(BOV),2024,SEP,97484,9
ETHANOL,2024,SEP,0,9
FUEL CELL HYDROGEN,2024,SEP,0,9
LNG,2024,SEP,48,9
LPG ONLY,2024,SEP,2986,9
NOT APPLICABLE,2024,SEP,4195,9
PETROL,2024,SEP,1211135,9
PETROL(E20)/CNG,2024,SEP,4,9
PETROL(E20)/HYBRID/CNG,2024,SEP,3,9
PETROL(E20)/LPG,2024,SEP,2,9
PETROL/CNG,2024,SEP,53145,9
PETROL/ETHANOL,2024,SEP,50100,9
PETROL/HYBRID,2024,SEP,19482,9
PETROL/HYBRID/CNG,2024,SEP,26,9
PETROL/LPG,2024,SEP,653,9
PLUG-IN HYBRID EV,2024,SEP,11,9
PURE EV,2024,SEP,63014,9
STRONG HYBRID EV,2024,SEP,6863,9
CNG ONLY,2024,OCT,58480,10
DIESEL,2024,OCT,254477,10
DIESEL/HYBRID,2024,OCT,513,10
DUAL DIESEL/LNG,2024,OCT,0,10
ELECTRIC(BOV),2024,OCT,110650,10
ETHANOL,2024,OCT,12,10
FUEL CELL HYDROGEN,2024,OCT,0,10
LNG,2024,OCT,40,10
LPG ONLY,2024,OCT,3203,10
NOT APPLICABLE,2024,OCT,6629,10
PETROL,2024,OCT,2111094,10
PETROL(E20)/CNG,2024,OCT,3,10
PETROL(E20)/HYBRID/CNG,2024,OCT,1,10
PETROL(E20)/LPG,2024,OCT,0,10
PETROL/CNG,2024,OCT,104582,10
PETROL/ETHANOL,2024,OCT,68302,10
PETROL/HYBRID,2024,OCT,31927,10
PETROL/HYBRID/CNG,2024,OCT,43,10
PETROL/LPG,2024,OCT,1220,10
PLUG-IN HYBRID EV,2024,OCT,14,10
PURE EV,2024,OCT,109095,10
STRONG HYBRID EV,2024,OCT,9942,10
CNG ONLY,2024,NOV,48524,11
DIESEL,2024,NOV,226525,11
DIESEL/HYBRID,2024,NOV,403,11
DUAL DIESEL/LNG,2024,NOV,0,11
ELECTRIC(BOV),2024,NOV,96560,11
ETHANOL,2024,NOV,60,11
FUEL CELL HYDROGEN,2024,NOV,0,11
LNG,2024,NOV,0,11
LPG ONLY,2024,NOV,2700,11
NOT APPLICABLE,2024,NOV,6225,11
PETROL,2024,NOV,2601418,11
PETROL(E20)/CNG,2024,NOV,2,11
PETROL(E20)/HYBRID/CNG,2024,NOV,1,11
PETROL(E20)/LPG,2024,NOV,1,11
PETROL/CNG,2024,NOV,61986,11
PETROL/ETHANOL,2024,NOV,68429,11
PETROL/HYBRID,2024,NOV,20676,11
PETROL/HYBRID/CNG,2024,NOV,26,11
PETROL/LPG,2024,NOV,756,11
PLUG-IN HYBRID EV,2024,NOV,6,11
PURE EV,2024,NOV,96586,11
STRONG HYBRID EV,2024,NOV,7083,11
CNG ONLY,2024,DEC,34600,12
DIESEL,2024,DEC,222793,12
DIESEL/HYBRID,2024,DEC,397,12
DUAL DIESEL/LNG,2024,DEC,0,12
ELECTRIC(BOV),2024,DEC,73330,12
ETHANOL,2024,DEC,108,12
FUEL CELL HYDROGEN,2024,DEC,2,12
LNG,2024,DEC,11,12
LPG ONLY,2024,DEC,2446,12
NOT APPLICABLE,2024,DEC,5768,12
PETROL,2024,DEC,1243725,12
PETROL(E20)/CNG,2024,DEC,5,12
PETROL(E20)/HYBRID/CNG,2024,DEC,1,12
PETROL(E20)/LPG,2024,DEC,0,12
PETROL/CNG,2024,DEC,53873,12
PETROL/ETHANOL,2024,DEC,41674,12
PETROL/HYBRID,2024,DEC,19529,12
PETROL/HYBRID/CNG,2024,DEC,18,12
PETROL/LPG,2024,DEC,529,12
PLUG-IN HYBRID EV,2024,DEC,7,12
PURE EV,2024,DEC,69817,12
STRONG HYBRID EV,2024,DEC,7214,12
